NOM DU MUSEE;REF MUSEE;ADR;CP;VILLE;TELEPHONE1;FAX;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;JOURS NOCTURNES;DATE APPELLATION;Date retrait appellation par Haut Conseil;REGION;DEPARTEMENT;coordonnees_finales
Musée Charles Friry;8838302;12, Rue du Général Humbert;88200;REMIREMONT;329625913;329624250;http://www.remiremont.fr/culture/musees.php;Octobre - 1er janvier, 1er mai, Ascension, Toussaint, 25 décembre;Ouvert de janvier à mars du lundi au samedi de 14h à 18h, et en avril de 14h à 18h et de mai à septembre de 10h à 12h et de 14h à 18h, de novembre à décembre de 14h à 18h du mercredi au lundi;;11/08/2002;;GRAND EST;VOSGES;48.015174,6.590031
MUNAE - Musée National de l'Education;7654002;185, rue Eau de Robec;76000;ROUEN;235076661;235076661;http://www.reseau-canope.fr/musee/;Jours fériés;ouvert les lundis, mercredis, jeudis et vendredis de 13h30 à 18h15, les samedis et dimanches de 10h à 12h30 et de 13h30 à 18h15.  Ouvert tous les jours pour les groupes sur réservations;;06/01/2002;;NORMANDIE;SEINE-MARITIME;49.441397,1.101667
Musée de la Résistance Bretonne;5622801;Les Hardys-Behelec;56140;SAINT-MARCEL - MALESTROIT;297751690;297751692;http://www.oust-broceliande.bzh;18 au 31 décembre;Ouvert du 2 janvier au 2 avril et du 30 octobre au 17 décembre du jeudi au dimanche de 10h à 18h, du 3 avril au 11 juin et du 8 septembre au 29 octobre du mercredi au lundi de 10h à 18h30 et du 12 juin au 17 septembre tous les jours de 10h à 18h30;;01/02/2003;;BRETAGNE;MORBIHAN;47.801537,-2.431908
Musée de la Résistance et de la Déportation;273801;5, Place Carnegie Fargniers;2700;TERGNIER;323579377;323579377;http://www.resistance-deportation-picardie.com;1er mai, 1er  novembre 24, 25, 31 décembre et le 1er janvier;Ouvert du mardi au samedi de 10h à 12h et de 14h à 18h, 9h pour les groupes, le dimanche de 14h30 à 18h30;;01/02/2003;;HAUTS-DE-France;AISNE;49.6402663387,3.29629531322
Musée de la Résistance de la Déportation de l'Isère;3818508;14, rue Hébert;38000;GRENOBLE;476423853;476425589;http://www.resistance-en-isere.fr;1er janvier, 1er mai, 25 décembre;Ouvert du 1er septembre au 30 juin du lundi, mercredi au vendredi de 9h à 18h, mardi de 13h30 à 18h, samedi et dimanche de 10h à 18h, en juillet-août de 10h à 19h, mardi de 13h30 à 19h;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;ISERE;45.190041,5.735245
Musée et Site Archéologiques;731601;Place de la Déesse Soïo;7130;SOYONS;475608886;475608112;http://www.rhonecrussol.fr;Décembre et janvier;Ouvert du 1er avril au 31 octobre du mercredi au dimanche de 14h à 18h, en juillet-août tous les jours de 10h à 19h. Visites exceptionnelles durant les vacances de février, Toussaint et Noël;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;ARDECHE;44.887803,4.850777
Musée Lapidaire;6324501;Place de l'Abbaye;63200;MOZAC;473389994;473387305;http://www.riom-communaute.fr;;Visite incluse dans visite globale de l'abbatiale Saint-Pierre de Mozac qui a lieu les jeudis à 15h pendant les vacances scolaires d'octobre à mai et les jeudis, vendredis, dimanches à 15h de juin à septembre;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;PUY DE DÔME;45.892085,3.094626
Musée Francisque Mandet;6330002;14, Rue de l'Hôtel de Ville;63200;RIOM;473381853;473387305;http://www.riom-communaute.fr;;Ouvert du mardi au dimanche de 10h à 12h et de 14h à 17h30 de septembre à juin, et en  juillet-août de 10h à 12h30 et de 14h30 à 18h;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;PUY DE DÔME;45.893874,3.116508
Musée Régional d'Auvergne;6330003;10 bis, Rue Delile;63200;RIOM;473381731;473383009;http://www.riom-communaute.fr;14 juillet, 1er et 11 novembre;Ouvert du mardi au dimanche de mai à juin et de septembre à novembre de 14h à 17h30 et en juillet-août de 14h30 à 18h;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;PUY DE DÔME;45.895037,3.116254
Musée des Beaux-Arts et d'Archéologie J. Dechelette;4218701;22, Rue Anatole France;42300;ROANNE;477236877;477236878;http://www.roanne.fr/115-musee-joseph-dechelette-informations-pratiques.htm;1er janvier, 1er mai, Lundi de Pâques et Pentecôte, 1er et 11 novembre, 25 décembre;Ouvert lundi, mercredi au vendredi de 10h à 12h et de 14h à 18h, samedi de 10h à 18h, dimanche de 14h à 18h;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;LOIRE;46.034953,4.069842
La Piscine - Musée d'Art et d'Industrie André Diligent de Roubaix;5951201;23, Rue de l'Espérance;59100;ROUBAIX;320692360;320692361;http://www.roubaix-lapiscine.com;1er janvier, 1er mai, jeudi de l'Ascension, 14 juillet, 15 août, 1er novembre, 25 décembre;Ouvert du mardi au jeudi de 11h à 18h, vendredi de 11h à 20h, samedi et dimanche de 13h à 18h;Vendredi jusqu'à 20h;01/02/2003;;HAUTS-DE-France;NORD;50.693026,3.16791
Musée des Beaux-Arts;7654005;1, Place restout;76000;ROUEN;235712840;235154323;http://www.rouen-musees.com;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert de 10h à 18h du mercredi au lundi;;06/01/2002;;NORMANDIE;SEINE-MARITIME;49.445222,1.094076
Bibliothèque-musée;7226901;Rue Charles-Garnier;72120;SAINT-CALAIS;243356303;243631519;http://www.saint-calais.fr;;Ouvert le mercredi de 10h à 12h30 et de 15h à 18h30, premier samedi du mois de 10h à 12h30;;01/02/2003;;PAYS DE LA LOIRE;SARTHE;47.92073,0.742885
Musée Municipal;3722601;Place du Château;37800;SAINTE-MAURE-DE-TOURAINE;247656620;247340428;http://www.sainte-maure-de-touraine.fr;Musée fermé provisoirement;Ouvert en 2014 pour JEP et deux expositons;;01/02/2003;;CENTRE-VAL DE LOIRE;INDRE ET LOIRE;47.1115,0.619817
Musée du Bocage Normand, ferme du bois Jugan;5050203;Ferme de Boisjugan Boulevard de la Commune;50000;SAINT-LO;233562698;233560912;http://www.saint-lo.fr;1er janvier, 1er mai, 25 décembre;Ouvert du mardi au dimanche de 14h à 18h du 1er octobre au 30 mai et du mardi au dimanche de 13h30 à 18h30 du 1er juin au 30 septembre;;01/02/2003;;NORMANDIE;MANCHE;49.1199688631,-1.08893981029
Musée de Saint-Maur - Villa Médicis;9406801;5, Rue Saint-Hilaire;94210;LA VARENNE-SAINT-HILAIRE;148863328;148834912;http://www.saint-maur.com/musee/musee.htm;1er janvier, 1er mai, 14 juillet, 25 décembre. Fermé du 30 juillet au 15 août 2012;Ouvert du 1er janvier au 31 août du mardi au samedi de 10h à 12h et de 14h à 18h, le dimanche de 11h à 13h et de 14h à 18h, à partir de septembre 2016 du mardi au dimanche de 14h à 18h;;11/01/2003;;ÎLE-DE-France;VAL DE MARNE;48.792802,2.514062
Musée Municipal;9307001;12, Rue Albert Dhalenne;93400;SAINT-OUEN;149489520;149489528;http://www.saint-ouen.fr/la-ville-en-action/decouvrir-la-ville/histoire-et-patrimoine/musee-dart-et-dhistoire/;;;;01/02/2003;;ÎLE-DE-France;SEINE SAINT-DENIS;48.916536,2.330208
Musée Saint-Raymond;3155502;1, Place Saint Sernin;31000;TOULOUSE;561223144;561223125;http://www.SaintRaymond.toulouse.fr;1er janvier, 1 mai et 25 décembre;Ouvert tous les jours de 10h à 18h, de 10h à 19h du 1er juillet au 31 août. Fermeture exceptionnelle à 17h les 24 et 31 décembre;;01/02/2003;;OCCITANIE;HAUTE-GARONNE;43.607972,1.440739
Musée de l'Annonciade;8311901;2, rue de l'Annonciade Place Georges Grammont;83990;SAINT-TROPEZ;494178410;494978724;http://www.saint-tropez.tv/html/annonciade.html;Novembre,  1er janvier, 1er et 17 mai, Ascension, Noël;Ouvert du mercredi au lundi de 10h à 13h et de 14h à 18h;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;VAR;43.262061662,6.66341629782
Musée des Salines;3950001;Place des Salines;39110;SALINS-LES-BAINS;384731092;384379285;http://www.salinesdessalins.com;1er janvier, 1ère semaine de janvier, 25 décembre;Ouvert de janvier à mars et de novembre à décembre tous les jours de 10h à 12h et de 14h à 17h, visites guidées à 10h30, 14h15 et 15h30. D'avril à mai et en octobre tous les jours de 9h à 12h et de 14h à 18h, visites guidées à 9h30, 10h30, 14h15, 15h30 et;;01/02/2003;;BOURGOGNE-FRANCHE-COMTE;JURA;46.937242,5.876684
Musée de l'Empéri de Salon et de la Crau;1310301;Montée du Puech;13300;SALON-DE-PROVENCE;490447280;490569084;http://www.salondeprovence.fr;Certains jours fériés;Ouvert du mardi au dimanche du 16 avril au 30 septembre de 9h30 à 12h et de 14h à 18h et du 1er octobre au 15 avril de 13h30 à 18h;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.639115,5.097941
Musée de la Légion Etrangère;1300501;Quartier Vienot - DHPLE B.P. 21355;13784;AUBAGNE;442181241;;http://www.samle.legion-etrangere.com;De mi-décembre à fin janvier;Ouvert du mercredi au dimanche 10h à 12h et de 14h à 18h;;21/01/2011;;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;
Musée Départemental du Compagnonnage;7127201;98, Rue Pierre-François Guillon;71570;ROMANECHE-THORINS;385352202;385358683;http://www.saoneetloire71.fr;1er mai, 15 décembre au 1er janvier;Ouvert tous les jours de janvier à mai et d'octobre à décembre de 14h à 18h, de juin à septembre de 10h à 18h;;01/02/2003;;BOURGOGNE-FRANCHE-COMTE;SAONE ET LOIRE;46.187946,4.73427
Musée de Préhistoire Mésolithique Laurent Coulonges;4729201;Le Bourg;47500;SAUVETERRE-LA-LEMANCE;553407303;553406386;http://www.sauveterre-prehistoire.fr;Jours fériés sauf 14 juillet et 15 août;Ouvert du 17 au 28 avril et du 23 octobre au 3 novembre du lundi au vendredi de 14h à 17h, du 3 au 16 juillet et du 14 août au 3 septembre tous les jours sauf les samedi de 13h30 à 18h, du 17 juillet au 13 août tous les jours sauf sameid et dimanche matin;;01/02/2003;;NOUVELLE-AQUITAINE;LOT ET GARONNE;44.597508,1.016896
Musée de la Batellerie du Rhône;731301;154, rue Auguste Vincent;7340;SERRIERES;475340046;475341578;http://www.serrieres-ardeche.fr;;Ouvert du 1er juin jusqu'aux JEP du mercredi au lundi de 10h à 12h et de 14h à 18h;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;ARDECHE;45.317802,4.763254
Musée de la Forge;920701;Route de Paris;9330;MONTGAILHARD;534093060;534093061;http://www.sesta.fr;25 décembre et 1er janvier;Ouvert lors des vacances d'hiver toutes zones, les vacances de Noël et du 1er dimanche d'avril au 30 juin tous les jours de 10h à 12h et de 13h30 à 18h, le dimanche et jours fériés de 10h à 12h et de 13h30 à 18h30, en juillet-août tous les jours de 10h à;;01/02/2003;;OCCITANIE;ARIEGE;42.941021,1.630512
Musée Départemental de l'Ariège;912201;Rue du Rocher;9000;FOIX;534098383;534098384;http://www.sesta.fr;1er septembre, 25 décembre, 1er janvier;Ouvert de janvier à avril et d'octobre à décembre de 10h30 à 12h et de 14h à 17h30, en janvier la 1ère semaine puis seulement les week-ends, en mai de 10h30 à12h et de 14h à 17h30 en semaine et de 9h45 à 12h et de 14h à 18h les week-ends et jours fériés,;;01/02/2003;;OCCITANIE;ARIEGE;42.96592,1.605311
Sèvres - Cité de la Céramique;9207201;2, Place de la Manufacture;92310;SEVRES;146292200;146292208;http://www.sevresciteceramique.fr;1er janvier, 1er mai, 25 décembre;Les espaces d'exposition sont ouverts tous les jours de 10h à 17h;;06/01/2002;;ÎLE-DE-France;HAUTS DE SEINE;48.821124,2.205793
Musée des Corbières;1137901;Place de la Libération;11130;SIGEAN;468415989;468488789;http://www.sigean.fr;;Ouvert de novembre à mars de 9h à 12h le mercredi et de 14h à 15h45 lundi, mardi jeudi et vendredi, en septembre, octobre, avril à juin de 14h à 15h45 le lundi, mardi, jeudi et vendredi, en juillet-août de 15h à 18h le lundi, mardi, jeudi et vendredi. Vis;;01/02/2003;;OCCITANIE;AUDE;43.028712,2.979248
Musée Gallo-Romain Sisteron;420901;Hôtel d'Ornano Rue Saunerie;4200;SISTERON;492615840;492621106;http://www.sisteron-tourisme.fr/museearcheologiquegalloromain.html;;Ouvert le mardi de 13h30 à 18h30 et du mercredi au samedi de 10h à 12h et de 13h30 à 18h30 et le dimanche de 14h30 à 18h30;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;44.2004441719,5.9040305038
Musée du Granit;5052501;Le Bourg;50670;SAINT-MICHEL-DE-MONTJOIE;233590222;233793545;http://www.sitesetmusees.manche.fr;Du 15 décembre au 15 janvier, 1er mai;Ouvert en avril et mai les dimanches et jours fériés de 14h à 18h, en juin du mercredi au lundi de 14h à 18h, en juillet-Août tous les jours de 14h à 19h et septembre les week-end de 14h à 18h;;01/02/2003;;NORMANDIE;MANCHE;48.751916,-1.038517
Musée de la Préhistoire;918101;Place de l'Eglise;9290;LE MAS D'AZIL;561699722;561699926;http://www.sites-touristiques-ariege.fr;Janvier, 25 décembre;Ouvert en février, mars vacances et dimanches de 14h à 18h, d'avril à juin et septembre du mardi au dimanche de 14h à 18h, juillet/août tous les jours de 11h à 13h et de 14h à 19h, octobre/novembre les dimanches, jours fériés et vacances de 14h à 18h (fer;;01/02/2003;;OCCITANIE;ARIEGE;43.079933,1.360253
Musée du Palais des Evêques;926801;Route de Montjoie;9190;SAINT-LIZIER;561048186;561051919;http://www.sites-touristiques-ariege.fr /sites-touristiques-ariege/palais-des-eveques;1er janvier, du 7 janvier au 22 février, du 11 mars au 30 mars, du 4 au 8 novembre et du 12 novembre au 21 décembre, 25 décembre;Ouvert de 14h à 18h du 2 au 5 janvier, du 25 février au 10 mars, du 31 mars au 30 juin, du 17 septembre au 3 novembre et du 22 au 31 décembre et de 10h30 à 19h du 1er juillet au 15 septembre;;01/02/2003;;OCCITANIE;ARIEGE;43.001518,1.14368
Musée Municipal Saint-John Perse;9712001;9, rue de Nozière;97110;POINTE-A-PITRE;590900192;590839831;http://www.sjperse.org/museesjp.htm;Jours fériés;Ouvert du lundi au vendredi de 9h à 17h, le  samedi de 8h30 à 12h30;;12/12/2002;;GUADELOUPE;GUADELOUPE;16.236416,-61.535945
Musée du Vêtement Provençal (Jean Aicard);8313201;Rue Jules Ferry;83210;SOLLIES-VILLE;494337202;494336897;http://www.solliesville.fr;Pâques, 1er novembre, Noël et jour de l'An;Ouvert du mardi au samedi de 10h à 12h et de 14h à 17h30,  visite à 10h, 14h et 16h;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;VAR;43.181669,6.039146
Musée Départemental de l'Abbaye de Saint-Riquier;8071601;B.P. 40003 Saint-Riquier;80146;ABBEVILLE;322718220;322718399;http://www.somme.fr;;Ouvert tlj du 19 mars au 29 avril et du 1er octobre au 18 novembre de 14h à 18h. Week-end et jours fériés de 10h à 12h et de 14h à 18h. Du 30 avril au 30 septembre tlj de 10h à 18h du 24 novembre au 16 décembre, vendredi, xeek-end de 14h à 18h;;01/02/2003;;HAUTS-DE-France;SOMME;
Musée Municipal;4223001;Place de l'hôtel de Ville;42260;SAINT-GERMAIN-LAVAL;477654130;477655131;http://www.st-germain-laval.fr/patrimoine;;Ouvert Ouvert en semaine de 8h30 à 12h et 14h à 16h ou sur rendez-vous;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;LOIRE;45.830241,4.010641
Musée des Civilisations : Daniel Pouget;4227901;Place Madeleine Rousseau;42170;SAINT-JUST-SAINT-RAMBERT;477520311;477520311;http://www.stjust-strambert.fr;1er janvier, 1er mai et 25 décembre;Ouvert du mercredi au lundi de 10h à 12h et de 14h à 18h, le week-end de 14h à 18h;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;LOIRE;45.500657,4.242057
Musée de la Mine;5815101;1, Avenue de la République;58260;LA MACHINE;386509108;386504613;http://www.sud-nivernais.fr;1er mai et du 1er novembre au 28 février;Ouvert du 1er mars au 14 juin et du 16 septembre au 31 octobre les dimanches et jours fériés de 14h à 18h, du 15 juin au 15 septembre tous les jours de 14h à 18h. Ouvert pour les groupes (+ 12 pers.) tous les jours sur rendez-vous du 1er mars au 31 octobr;;01/02/2003;;BOURGOGNE-FRANCHE-COMTE;NIÈVRE;46.889225,3.463514
Musée du Château de Suscinio;5624001;;56370;SARZEAU;297419191;297417501;http://www.suscinio.info;24, 25, 31 décembre et 1er janvier;Ouvert d'avril àseptembre e 10h à 19h, en octobre, février, mars de 10h à12h et de 14h à 17h, de novembre à janvier de 10h à 12h et de 14h à 17h;;01/02/2003;19/11/2009 00:00;BRETAGNE;MORBIHAN;47.526753,-2.770264
Musée Municipal;8408701;Rue Madeleine Roch;84100;ORANGE;490511760;490517470;http://www.theatre-antique.com;;Ouvert en janvier, février, novembre, décembre de 9h30 et 16h30, mars, octobre de 9h30 à 17h30, avril, mai, septembre de 9h à 18h, de juin à août de 9h à 19h;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;VAUCLUSE;44.135887,4.807526
Musée d'Art et d'Histoire de Toul;5452801;25, Rue Gouvion Saint-Cyr;54200;TOUL;383641338;383637001;http://www.toul.fr;1er janvier, dimanche et lundi de Pâques, 1er mai, 14 juillet, 1er novembre, 24, 25 et 31 décembre;Ouvert du mercredi au lundi de 10h à 12h30 et de 13h30 à 18h, week-end et jours fériés de 13h à 18h;;01/02/2003;;GRAND EST;MEURTHE ET MOSELLE;48.678544,5.89134
La Tour aux Puces - Musée du Pays Thionvillois;5767201;Cour du Château B.P. 30352;57125;THIONVILLE;382822552;382825713;http://www.tourauxpuces.com;Dimanche de Pâques, 1er novembre, 25 et 26 décembre, 1er janvier;Ouvert du mardi au dimanche de 14h à 18h du 16 septembre au 14 juin, du mardi au dimanche de 9h30 à 11h30 et de 14h à 18h du 15 juin au 15 septembre;;01/02/2003;;GRAND EST;MOSELLE;
Musée de la Tour du Moulin;7127501;7-9, rue de la Tour;71110;MARCIGNY;385253705;385252009;http://www.tour-du-moulin.fr;Fermeture annuelle du 1er novembre au 31 mars 2011;Ouvert du mercredi au lundi du 1er avril à mi-juin et du 21 septembre au 31 octobre de 14h à 18h , et de mi-juin à mi-septembre du mercredi au lundi 9h à 12h et de 14h à 18h;;01/02/2003;;BOURGOGNE-FRANCHE-COMTE;SAONE ET LOIRE;46.274545,4.043191
Musée Municipal d'Archéologie;3909701;26, rue Baronne Delort;39300;CHAMPAGNOLE;384530129;384524932;http://www.tourisme.champagnole.com;Jours fériés;Ouvert du mercredi au lundi en juillet et août de 14h à 18h + journées du patrimoine. Ouvert toute l'année pour les groupes sur réservation;;01/02/2003;;BOURGOGNE-FRANCHE-COMTE;JURA;46.74651,5.907547
Musée Municipal des Capucins;7713101;Hôtel de Ville B.P. 171;77527;COULOMMIERS;164651131;164032882;http://www.tourisme77.fr;;Ouvert de mai à septembre le mercredi, vendredi, samedi, dimanche de 14h à 18h, d'octobre à avril le mercredi, samedi et dimanche de 14h à 17h30;;01/02/2003;;ÎLE-DE-France;SEINE ET MARNE;
Musée Municipal;3132401;Place Henri Dulion;31220;MARTRES-TOLOSANE;561986641;561985929;http://www.tourisme-martres-tolosane.fr;Première semaine de janvier;Ouvert en décembre, janvier, février du mardi au vendredi de 9h30 à 12h30 et de 13h30 à 17h30, de mi-juin à mi-septembre tous les jours de 9h30 à 12h30 et de 13h30 à 18h30, le reste de l'année du mardi au samedi de 9h30 à 12h30 et de 13h30 à 17h30;;01/02/2003;;OCCITANIE;HAUTE-GARONNE;43.1989,1.010796
Musée Jules Bastien-Lepage - Musée de la Fortification;5535101;La Citadelle - Ville Haute B.P. 28;55600;MONTMEDY;329801590;329800635;http://www.tourisme-montmedy.fr;24 décembre au 1er janvier;Ouverture en janvier 2 derniers WE de 10h30 à 13h et de 13h30 à 17h, en février, mars tous les jours de 10h30 à 13h et de 13h30 à 17h, en avril-septembre tous les jours de 10h à 13h et de 13h30 à 18h, en octobre-novembre tous les jours de 10h30 à 13h et d;;01/02/2003;;GRAND EST;MEUSE;49.5005989637,5.37522814726
Musée Départemental du Revermont;113701;Cuisiat;1370;TREFFORT-CUISIAT;474513242;474326652;http://www.treffort-cuisiat.com/musee.htm;;Ouvert du 1er avril au 1er novembre de 10h à 13h et de 14h à 18h;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;AIN;46.271583,5.366157
Musée du Service de Santé des Armées du Val-de-Grâce;7510516;1, Place Alphonse Laveran;75230;PARIS;140515192;140515193;http://www.valdegrace.org;;Ouvert de mardi au jeudi et samedi, dimanche de 12 h à 18 h;;13/12/2006;;ÎLE-DE-France;PARIS;
Musée Archéologique du Val d'Oise;9529501;Place du Château;95450;GUIRY-EN-VEXIN;134674507;134674455;http://www.valdoise.fr/content/content15651.html;25 décembre et 1er janvier;Ouvert de 9h à 17h30, week-end de 13h à 18h;;01/02/2003;;ÎLE-DE-France;VAL D'OISE;49.108004,1.848523
